	kingdom	phylum	class	order	family	genus	species	Confidence
Zotu2220	Fungi	_Ascomycota						0.804219923
Zotu2221	Fungi							1
Zotu2222	Fungi							1
Zotu2223	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.795938486
Zotu2224	Fungi							1
Zotu2225	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales				0.97104636
Zotu2226	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Chaetomiaceae	_Zopfiella	_unidentified	0.877971559
Zotu2227	Fungi	_Basidiomycota	_Agaricomycetes					0.958479797
Zotu2228	Fungi	_Rozellomycota	_Rozellomycotina_cls_Incertae_sedis	_GS11	_unidentified	_unidentified	_unidentified	0.999999392
Zotu2229	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Pleosporaceae	_Comoclathris	_Comoclathris_rosae	0.999999982
Zotu2230	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.735659754
Zotu2231	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.791885293
Zotu2232	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiaceae	_Articulospora	_unidentified	0.930267406
Zotu2233	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_Clavaria		0.740524316
Zotu2234	Fungi	_Ascomycota						0.78713385
Zotu2235	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales	_Cladosporiaceae	_Rachicladosporium		0.963448219
Zotu2236	Fungi	_Basidiomycota	_Agaricomycetes	_Atheliales	_Atheliaceae	_Amphinema	_Amphinema_byssoides	0.998225006
Zotu2237	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Pleosporaceae	_Curvularia	_Curvularia_hawaiiensis	0.93598898
Zotu2238	Fungi							1
Zotu2239	Fungi							1
Zotu2240	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Amanitaceae	_Amanita	_Amanita_pachycolea	0.999999168
Zotu2241	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.933423582
Zotu2242	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Sporormiaceae	_Preussia	_unidentified	0.972436112
Zotu2243	Fungi							1
Zotu2244	Fungi	_Ascomycota	_Sordariomycetes	_Xylariales				0.838170325
Zotu2245	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Ceratobasidiaceae			0.999794403
Zotu2246	Fungi	_Mortierellomycota	_Mortierellomycetes	_Mortierellales	_Mortierellaceae	_Mortierella	_Mortierella_elongata	0.748446444
Zotu2247	Fungi	_Mortierellomycota	_Mortierellomycetes	_Mortierellales	_Mortierellaceae	_Mortierella	_unidentified	0.919297413
Zotu2248	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Coniosporium	_Coniosporium_apollinis	0.839158501
Zotu2249	Fungi	_Ascomycota	_Dothideomycetes	_Dothideomycetes_ord_Incertae_sedis	_Eremomycetaceae	_Arthrographis		0.715484232
Zotu2250	Fungi	_Basidiomycota						0.759239112
Zotu2251	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Periconiaceae	_Periconia	_Periconia_epilithographicola	0.782904263
Zotu2252	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Phaeosphaeriaceae	_Wojnowiciella	_Wojnowiciella_leptocarpi	0.996404628
Zotu2253	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Cladophialophora	_unidentified	0.845938901
Zotu2254	Fungi							1
Zotu2255	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales	_Serendipitaceae	_Serendipita	_unidentified	0.931478893
Zotu2256	Fungi	_Basidiomycota	_Agaricomycetes	_unidentified	_unidentified	_unidentified	_unidentified	0.880224779
Zotu2257	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Cladophialophora	_unidentified	0.979023043
Zotu2258	Fungi	_Ascomycota	_Dothideomycetes	_Venturiales	_Venturiaceae	_Venturia	_Venturia_hystrioides	0.999757908
Zotu2259	Fungi	_Ascomycota	_Sordariomycetes	_Coniochaetales	_Coniochaetaceae	_Coniochaeta	_Coniochaeta_discospora	0.999931065
Zotu2260	Fungi	_Ascomycota						0.785625588
Zotu2261	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales	_Sebacinaceae	_Sebacina	_unidentified	0.999881278
Zotu2262	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_unidentified	_unidentified	_unidentified	0.793588475
Zotu2263	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.755386845
Zotu2264	Fungi	_Basidiomycota	_Agaricomycetes	_Atheliales	_Atheliaceae	_Amphinema	_Amphinema_byssoides	0.998193689
Zotu2265	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiaceae	_Articulospora	_unidentified	0.778768816
Zotu2266	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae	_Tomentella	_Tomentella_asperula	0.999050626
Zotu2267	Fungi	_Ascomycota	_Sordariomycetes	_Branch06	_unidentified	_unidentified	_unidentified	0.999999999
Zotu2268	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales				0.868103026
Zotu2269	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales				0.994820651
Zotu2270	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Nectriaceae			0.985650034
Zotu2271	Fungi	_Basidiomycota	_Agaricomycetes	_Boletales				0.97568762
Zotu2272	Fungi							1
Zotu2273	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae			0.812658226
Zotu2274	Fungi	_Ascomycota	_Sordariomycetes	_Phomatosporales	_Phomatosporaceae	_Phomatospora	_Phomatospora_biseriata	0.99892509
Zotu2275	Fungi	_Basidiomycota	_Agaricomycetes					0.82699932
Zotu2276	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.737790662
Zotu2277	Fungi	_Ascomycota						0.733080056
Zotu2278	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_Clavaria	_Clavaria_flavostellifera	0.899259813
Zotu2279	Fungi	_Basidiomycota	_Agaricomycetes	_Auriculariales	_unidentified	_unidentified	_unidentified	0.996583705
Zotu2280	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales				0.99212833
Zotu2281	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Cordycipitaceae	_Beauveria	_Beauveria_bassiana	0.979608452
Zotu2282	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae			0.922467885
Zotu2283	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Chaetomellaceae	_Pilidium	_Pilidium_anglicum	0.966790852
Zotu2284	Fungi	_Ascomycota						0.744129972
Zotu2285	Fungi	_Ascomycota	_Lecanoromycetes	_Lecanorales	_Ramalinaceae	_Bacidia	_Bacidia_bagliettoana	0.9989347
Zotu2286	Fungi	_Basidiomycota	_Agaricostilbomycetes	_Agaricostilbales	_Chionosphaeraceae	_unidentified	_unidentified	0.999861806
Zotu2287	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae			0.999998612
Zotu2288	Fungi							1
Zotu2289	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.987001925
Zotu2290	Fungi	_Basidiomycota	_Agaricomycetes					0.858189063
Zotu2291	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Clavulinaceae	_Clavulina	_unidentified	0.887339813
Zotu2292	Fungi	_Ascomycota	_Eurotiomycetes	_Eurotiales	_Aspergillaceae	_Penicillium	_Penicillium_infrapurpureum	0.783104256
Zotu2293	Fungi	_Chytridiomycota	_Rhizophlyctidomycetes	_Rhizophlyctidales	_Rhizophlyctidaceae	_Rhizophlyctis	_unidentified	0.999874602
Zotu2294	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales	_unidentified	_unidentified	_unidentified	0.799500987
Zotu2295	Fungi							1
Zotu2296	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Dermateaceae	_Pezicula		0.999987985
Zotu2297	Fungi	_Mortierellomycota	_Mortierellomycetes	_Mortierellales	_Mortierellaceae	_Mortierella		0.910240822
Zotu2298	Fungi							1
Zotu2299	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Cucurbitariaceae	_Pyrenochaeta	_unidentified	0.99996424
Zotu2300	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales	_Sebacinaceae	_Sebacina	_unidentified	0.999869837
Zotu2301	Fungi							1
Zotu2302	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales	_Pyronemataceae	_unidentified	_unidentified	0.771367591
Zotu2303	Fungi							1
Zotu2304	Fungi							1
Zotu2305	Fungi							1
Zotu2306	Fungi							1
Zotu2307	Fungi	_Ascomycota	_Sordariomycetes					0.862490691
Zotu2308	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Melanommataceae			0.999226159
Zotu2309	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Leptosphaeriaceae	_Plenodomus	_Plenodomus_biglobosus	0.999998065
Zotu2310	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae			0.999998276
Zotu2311	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiales_fam_Incertae_sedis	_Leohumicola	_unidentified	0.738477905
Zotu2312	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Cortinariaceae	_Cortinarius		0.999987659
Zotu2313	Fungi							1
Zotu2314	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Hygrophoraceae	_Hygrocybe	_Hygrocybe_acutoconica	0.999992369
Zotu2315	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Lasiosphaeriaceae	_Schizothecium		0.710471694
Zotu2316	Fungi	_Ascomycota	_Eurotiomycetes					0.701193992
Zotu2317	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Myxotrichaceae	_Oidiodendron	_unidentified	0.719026523
Zotu2318	Fungi							1
Zotu2319	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Trichomeriaceae	_Knufia	_Knufia_karalitana	0.947644143
Zotu2320	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales				0.839136588
Zotu2321	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Lophiostomataceae	_Flabellascoma	_unidentified	0.932660945
Zotu2322	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales				0.999853987
Zotu2323	Fungi	_Ascomycota	_Leotiomycetes	_Thelebolales	_unidentified	_unidentified	_unidentified	0.990329428
Zotu2324	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Amniculicolaceae	_Murispora	_Murispora_cicognanii	0.996693366
Zotu2325	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Didymosphaeriaceae	_Montagnula	_Montagnula_scabiosae	0.768898883
Zotu2326	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Hyaloscyphaceae	_Hyaloscypha	_Hyaloscypha_bicolor	0.993820011
Zotu2327	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Trematosphaeriaceae	_Trematosphaeria	_unidentified	0.913527683
Zotu2328	Fungi							1
Zotu2329	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Didymellaceae	_unidentified	_unidentified	0.995850804
Zotu2330	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales				0.984869607
Zotu2331	Fungi	_Basidiomycota	_Agaricomycetes	_Russulales	_Russulaceae	_Russula		0.999943416
Zotu2332	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales				0.988723082
Zotu2333	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiaceae	_Articulospora		0.995711535
Zotu2334	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_Hodophilus	_Hodophilus_heslerii	0.935559107
Zotu2335	Fungi							1
Zotu2336	Fungi	_Ascomycota	_Eurotiomycetes	_Mycocaliciales	_Mycocaliciaceae	_Mycocalicium	_Mycocalicium_victoriae	0.96568195
Zotu2337	Fungi							1
Zotu2338	Fungi							1
Zotu2339	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Hygrophoraceae	_Hygrocybe	_Hygrocybe_cantharellus	0.999999842
Zotu2340	Fungi	_Basidiomycota	_Agaricomycetes					0.87387277
Zotu2341	Fungi	_Ascomycota						0.840747145
Zotu2342	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiales_fam_Incertae_sedis	_Chalara	_unidentified	0.860529824
Zotu2343	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales	_Sebacinaceae			0.999999955
Zotu2344	Fungi	_Ascomycota	_Eurotiomycetes	_Eurotiales	_Aspergillaceae	_Penicillium	_Penicillium_camemberti	0.997535433
Zotu2345	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_Clavaria	_unidentified	0.997162622
Zotu2346	Fungi	_Basidiomycota	_Agaricomycetes					0.971333361
Zotu2347	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Clavulinaceae	_Clavulina		0.999496168
Zotu2348	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Hyaloscyphaceae	_Gyoerffyella	_unidentified	0.968229612
Zotu2349	Fungi	_Glomeromycota	_Glomeromycetes	_Diversisporales	_unidentified	_unidentified	_unidentified	0.954737816
Zotu2350	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Massarinaceae	_Stagonospora	_Stagonospora_pseudocaricis	0.829573608
Zotu2351	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Ceratobasidiaceae			0.998507575
Zotu2352	Fungi	_Ascomycota	_Orbiliomycetes	_Orbiliales	_Orbiliaceae	_Arthrobotrys	_Arthrobotrys_dactyloides	0.999999981
Zotu2353	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Clavulinaceae			0.744662452
Zotu2354	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_Ramariopsis	_unidentified	0.996899444
Zotu2355	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales	_Sebacinaceae	_Sebacina	_unidentified	0.996711309
Zotu2356	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Phaeosphaeriaceae			0.856240352
Zotu2357	Fungi							1
Zotu2358	Fungi							1
Zotu2359	Fungi	_Ascomycota						0.73346666
Zotu2360	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_unidentified	_unidentified	0.96549197
Zotu2361	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_unidentified	_unidentified	_unidentified	0.735026707
Zotu2362	Fungi	_Glomeromycota	_Glomeromycetes	_Diversisporales	_unidentified	_unidentified	_unidentified	0.995725022
Zotu2363	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Cordycipitaceae	_unidentified	_unidentified	0.910548749
Zotu2364	Fungi	_Basidiomycota	_Agaricomycetes					0.867634963
Zotu2365	Fungi	_Basidiomycota	_Agaricomycetes	_unidentified	_unidentified	_unidentified	_unidentified	0.967659618
Zotu2366	Fungi	_Glomeromycota	_Glomeromycetes	_Glomerales	_Glomeraceae			0.996546966
Zotu2367	Fungi	_Ascomycota	_Eurotiomycetes	_Verrucariales	_Verrucariaceae	_Endocarpon	_Endocarpon_pusillum	0.998237582
Zotu2368	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_Clavaria	_unidentified	0.77770868
Zotu2369	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Inocybaceae	_Inocybe	_unidentified	0.995835375
Zotu2370	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Lasiosphaeriaceae			0.809316784
Zotu2371	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Didymellaceae	_unidentified	_unidentified	0.908948835
Zotu2372	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Chaetomiaceae	_Zopfiella	_unidentified	0.876093788
Zotu2373	Fungi							1
Zotu2374	Fungi							1
Zotu2375	Fungi							1
Zotu2376	Fungi							1
Zotu2377	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Tricholomataceae	_Floccularia	_Floccularia_luteovirens	0.999998576
Zotu2378	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_Clavaria	_unidentified	0.792440021
Zotu2379	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales	_Teratosphaeriaceae	_Elasticomyces	_Elasticomyces_elasticus	0.999990158
Zotu2380	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_unidentified	_unidentified	_unidentified	0.88012279
Zotu2381	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Ceratobasidiaceae			0.999853764
Zotu2382	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales				0.8927919
Zotu2383	Fungi							1
Zotu2384	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Lasiosphaeriaceae	_unidentified	_unidentified	0.873966607
Zotu2385	Fungi	_Ascomycota	_Sordariomycetes	_Xylariales	_Xylariaceae	_Xylaria	_Xylaria_apiculata	0.998683648
Zotu2386	Fungi	_Ascomycota						0.715891131
Zotu2387	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_unidentified	_unidentified	_unidentified	0.891945858
Zotu2388	Fungi	_Chytridiomycota	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.884493918
Zotu2389	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.989149695
Zotu2390	Fungi							1
Zotu2391	Fungi							1
Zotu2392	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_Clavaria	_Clavaria_flavostellifera	0.999997134
Zotu2393	Fungi	_Basidiomycota	_Agaricomycetes	_Boletales	_Suillaceae	_Suillus	_Suillus_luteus	0.830554818
Zotu2394	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales	_unidentified	_unidentified	_unidentified	0.902905353
Zotu2395	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales				0.868938966
Zotu2396	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales	_unidentified	_unidentified	_unidentified	0.865077345
Zotu2397	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales	_Sebacinaceae	_Sebacina	_unidentified	0.999909188
Zotu2398	Fungi							1
Zotu2399	Fungi	_Ascomycota	_Dothideomycetes					0.701372798
Zotu2400	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales	_unidentified	_unidentified	_unidentified	0.703780164
Zotu2401	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Lentitheciaceae	_Pleurophoma	_Pleurophoma_ossicola	0.996672721
Zotu2402	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Ceratobasidiaceae	_Thanatephorus	_Thanatephorus_cucumeris	0.925171785
Zotu2403	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Phaeosphaeriaceae	_Phaeosphaeriopsis	_unidentified	0.974082667
Zotu2404	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Didymosphaeriaceae	_Montagnula	_Montagnula_scabiosae	0.810312538
Zotu2405	Fungi	_Ascomycota	_Dothideomycetes	_Venturiales	_Venturiaceae	_Venturia	_unidentified	0.998739829
Zotu2406	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Melanommataceae	_Petrakia	_unidentified	0.99999981
Zotu2407	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Stachybotryaceae	_Striaticonidium	_Striaticonidium_humicola	0.794894203
Zotu2408	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.747221358
Zotu2409	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales				0.996852669
Zotu2410	Fungi	_Basidiomycota						0.773912307
Zotu2411	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales	_Pezizaceae	_unidentified	_unidentified	0.766185278
Zotu2412	Fungi	_Glomeromycota	_Archaeosporomycetes	_Archaeosporales	_Ambisporaceae	_Ambispora	_unidentified	0.989909864
Zotu2413	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Coniosporium	_Coniosporium_apollinis	0.994203467
Zotu2414	Fungi							1
Zotu2415	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales				0.986591675
Zotu2416	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales	_Teratosphaeriaceae	_Catenulostroma	_unidentified	0.787657429
Zotu2417	Fungi	_Ascomycota						0.938356653
Zotu2418	Fungi	_Ascomycota	_Sordariomycetes	_Branch06	_unidentified	_unidentified	_unidentified	0.999999988
Zotu2419	Fungi	_Ascomycota	_Eurotiomycetes	_Eurotiales	_Aspergillaceae	_Penicillium	_unidentified	0.844789121
Zotu2420	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales				0.871742736
Zotu2421	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae	_unidentified	_unidentified	0.733994001
Zotu2422	Fungi							1
Zotu2423	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.99836984
Zotu2424	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.917707516
Zotu2425	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Strophariaceae			0.999735802
Zotu2426	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Clavicipitaceae	_Metarhizium	_Metarhizium_rileyi	0.999958096
Zotu2427	Fungi	_Glomeromycota	_Glomeromycetes	_Diversisporales	_unidentified	_unidentified	_unidentified	0.996374408
Zotu2428	Fungi							1
Zotu2429	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Trichomeriaceae	_Knufia	_Knufia_karalitana	0.823771913
Zotu2430	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Cladophialophora	_Cladophialophora_chaetospira	0.80345708
Zotu2431	Fungi							1
Zotu2432	Fungi							1
Zotu2433	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Sporormiaceae			0.999840966
Zotu2434	Fungi	_Ascomycota	_Geoglossomycetes	_Geoglossales	_Geoglossaceae	_Glutinoglossum		0.994858563
Zotu2435	Fungi							1
Zotu2436	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales				0.815048383
Zotu2437	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiaceae	_Articulospora	_unidentified	0.880029135
Zotu2438	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiaceae	_Articulospora		0.984372463
Zotu2439	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales	_Cladosporiaceae	_Rachicladosporium	_Rachicladosporium_mcmurdoi	0.999858965
Zotu2440	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Hygrophoraceae	_Cuphophyllus	_Cuphophyllus_virgineus	0.999524602
Zotu2441	Fungi	_Ascomycota	_Xylonomycetes	_GS34	_unidentified	_unidentified	_unidentified	0.976732484
Zotu2442	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae			0.999996867
Zotu2443	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales	_unidentified	_unidentified	_unidentified	0.91906827
Zotu2444	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales				0.837955759
Zotu2445	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Dermateaceae	_Pyrenopeziza	_Pyrenopeziza_atrata	0.747886011
Zotu2446	Fungi	_Basidiomycota	_Agaricomycetes	_Polyporales	_Ganodermataceae	_Ganoderma		0.984986692
Zotu2447	Fungi	_Ascomycota	_Lecanoromycetes	_Lecanorales	_unidentified	_unidentified	_unidentified	0.984360858
Zotu2448	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Ceratobasidiaceae			0.999478524
Zotu2449	Fungi							1
Zotu2450	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Nectriaceae	_Cosmospora	_Cosmospora_stegonsporii	0.998302525
Zotu2451	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Ceratobasidiaceae			0.999928248
Zotu2452	Fungi							1
Zotu2453	Fungi	_Mortierellomycota	_Mortierellomycetes	_Mortierellales	_Mortierellaceae	_Mortierella	_Mortierella_ambigua	0.94937852
Zotu2454	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Hyaloscyphaceae	_Cistella	_unidentified	0.965807527
Zotu2455	Fungi	_Basidiomycota	_Agaricomycetes	_unidentified	_unidentified	_unidentified	_unidentified	0.70420736
Zotu2456	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiaceae	_Tetracladium	_unidentified	0.999919921
Zotu2457	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_Clavaria	_unidentified	0.88249148
Zotu2458	Fungi	_Ascomycota	_Dothideomycetes					0.778110599
Zotu2459	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_unidentified	_unidentified	_unidentified	0.81066936
Zotu2460	Fungi	_Chytridiomycota						0.762139069
Zotu2461	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales	_unidentified	_unidentified	_unidentified	0.820817988
Zotu2462	Fungi							1
Zotu2463	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Bionectriaceae	_Clonostachys	_unidentified	0.989322796
Zotu2464	Fungi							1
Zotu2465	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Tricholomataceae	_Melanoleuca		0.999837231
Zotu2466	Fungi	_Ascomycota	_Leotiomycetes					0.869242835
Zotu2467	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiaceae	_Tetracladium	_Tetracladium_furcatum	0.858701617
Zotu2468	Fungi							1
Zotu2469	Fungi							1
Zotu2470	Fungi							1
Zotu2471	Fungi	_Ascomycota						0.801167028
Zotu2472	Fungi	_Basidiomycota	_Agaricomycetes	_unidentified	_unidentified	_unidentified	_unidentified	0.963540866
Zotu2473	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Chaetomiaceae	_Humicola	_unidentified	0.996143025
Zotu2474	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales				0.999137343
Zotu2475	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales	_Teratosphaeriaceae	_Devriesia	_Devriesia_pseudoamericana	0.994003442
Zotu2476	Fungi	_Ascomycota	_Eurotiomycetes	_Verrucariales	_Verrucariaceae	_Endocarpon	_Endocarpon_pusillum	0.993392196
Zotu2477	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Cucurbitariaceae	_Pyrenochaeta	_Pyrenochaeta_inflorescentiae	0.999683971
Zotu2478	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_Clavaria	_unidentified	0.996920347
