	kingdom	phylum	class	order	family	genus	species	Confidence
Zotu6745	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales				0.997533154
Zotu6746	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.918307953
Zotu6747	Fungi							1
Zotu6748	Fungi	_Chytridiomycota	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.795333746
Zotu6749	Fungi	_Ascomycota	_Sordariomycetes					0.875313537
Zotu6750	Fungi	_Chytridiomycota	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.850809832
Zotu6751	Fungi							1
Zotu6752	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Bionectriaceae	_Bionectria	_Bionectria_rossmaniae	0.999923233
Zotu6753	Fungi							1
Zotu6754	Fungi							1
Zotu6755	Fungi							1
Zotu6756	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_unidentified	_unidentified	0.973573104
Zotu6757	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_unidentified	_unidentified	_unidentified	0.702956974
Zotu6758	Fungi	_Chytridiomycota	_Rhizophlyctidomycetes	_Rhizophlyctidales	_Rhizophlyctidaceae	_Rhizophlyctis	_unidentified	0.994788448
Zotu6759	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Leptosphaeriaceae	_Plenodomus	_Plenodomus_biglobosus	0.999998878
Zotu6760	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales	_Pezizaceae			0.779490691
Zotu6761	Fungi							1
Zotu6762	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales				0.739456902
Zotu6763	Fungi	_Ascomycota	_Dothideomycetes	_Venturiales	_Venturiaceae			0.999228629
Zotu6764	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Hyaloscyphaceae	_Cistella	_unidentified	0.827601322
Zotu6765	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales				0.911063513
Zotu6766	Fungi	_Ascomycota	_Leotiomycetes					0.717924294
Zotu6767	Fungi	_Ascomycota	_Sordariomycetes	_Branch06	_unidentified	_unidentified	_unidentified	0.999999938
Zotu6768	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Hypocreales_fam_Incertae_sedis	_Acremonium	_Acremonium_persicinum	0.999999402
Zotu6769	Fungi	_Ascomycota	_Orbiliomycetes	_unidentified	_unidentified	_unidentified	_unidentified	0.760140654
Zotu6770	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Ceratobasidiaceae			0.992806623
Zotu6771	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae			0.954369211
Zotu6772	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales	_Pyronemataceae	_unidentified	_unidentified	0.739856652
Zotu6773	Fungi	_Ascomycota						0.791163009
Zotu6774	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Exophiala	_unidentified	0.798037623
Zotu6775	Fungi	_Ascomycota	_Sordariomycetes	_Coniochaetales	_Coniochaetaceae	_Coniochaeta	_Coniochaeta_acaciae	0.999977954
Zotu6776	Fungi	_Basidiomycota	_Agaricomycetes					0.733702025
Zotu6777	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Didymellaceae	_Peyronellaea	_unidentified	0.999999736
Zotu6778	Fungi							1
Zotu6779	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Exophiala	_Exophiala_opportunistica	0.949460684
Zotu6780	Fungi	_Glomeromycota	_Glomeromycetes	_Glomerales	_Glomeraceae	_Rhizophagus	_unidentified	0.878317626
Zotu6781	Fungi	_Glomeromycota	_Glomeromycetes	_Glomerales	_Glomeraceae	_Rhizophagus		0.938296347
Zotu6782	Fungi	_Basidiomycota	_Agaricomycetes					0.752543155
Zotu6783	Fungi	_Ascomycota	_Eurotiomycetes	_Eurotiales	_Trichocomaceae	_Rasamsonia	_unidentified	0.781159644
Zotu6784	Fungi							1
Zotu6785	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Phialophora	_Phialophora_livistonae	0.999999427
Zotu6786	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Coniosporium	_unidentified	0.994362038
Zotu6787	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales				0.82315026
Zotu6788	Fungi	_Rozellomycota	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.997855337
Zotu6789	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Hypocreales_fam_Incertae_sedis	_Acremonium	_Acremonium_spinosum	0.817073822
Zotu6790	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Lasiosphaeriaceae	_Cercophora	_Cercophora_mirabilis	0.808170282
Zotu6791	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Omphalotaceae	_Marasmiellus	_Marasmiellus_candidus	0.788385393
Zotu6792	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae	_Tomentella	_Tomentella_badia	0.758093199
Zotu6793	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales				0.83695311
Zotu6794	Fungi	_Basidiomycota	_Tremellomycetes	_Cystofilobasidiales	_Mrakiaceae	_Mrakia	_Mrakia_frigida	0.999803267
Zotu6795	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales				0.914123186
Zotu6796	Fungi	_Ascomycota	_Geoglossomycetes	_Geoglossales	_Geoglossaceae	_Geoglossum		0.973044245
Zotu6797	Fungi	_Ascomycota						0.837803764
Zotu6798	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiaceae	_Tetracladium	_unidentified	0.999990373
Zotu6799	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_unidentified	_unidentified	0.895541634
Zotu6800	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae			0.984893819
Zotu6801	Fungi	_Basidiomycota	_Pucciniomycetes	_Platygloeales				0.968030002
Zotu6802	Fungi							1
Zotu6803	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.761424753
Zotu6804	Fungi	_Ascomycota	_Sordariomycetes					0.822318846
Zotu6805	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.962094641
Zotu6806	Fungi	_Ascomycota	_Lecanoromycetes	_Lecanorales	_Gypsoplacaceae	_Gypsoplaca	_Gypsoplaca_macrophylla	0.998622962
Zotu6807	Fungi	_Ascomycota	_Sordariomycetes	_Xylariales	_Diatrypaceae	_Monosporascus	_unidentified	0.868465388
Zotu6808	Fungi	_Ascomycota						0.81968249
Zotu6809	Fungi							1
Zotu6810	Fungi	_Ascomycota	_Sordariomycetes					0.799086617
Zotu6811	Fungi	_Basidiomycota	_Agaricomycetes	_Auriculariales	_unidentified	_unidentified	_unidentified	0.996895593
Zotu6812	Fungi	_Ascomycota	_Sordariomycetes	_Branch06	_unidentified	_unidentified	_unidentified	0.999999659
Zotu6813	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Stachybotryaceae			0.998965586
Zotu6814	Fungi	_Glomeromycota	_Paraglomeromycetes	_GS24	_unidentified	_unidentified	_unidentified	0.999946696
Zotu6815	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Ceratobasidiaceae			0.987554206
Zotu6816	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Tricholomataceae	_Mycenella	_Mycenella_bryophila	0.994807892
Zotu6817	Fungi	_Mortierellomycota	_Mortierellomycetes	_Mortierellales	_Mortierellaceae	_Mortierella	_Mortierella_globulifera	0.999995782
Zotu6818	Fungi	_Chytridiomycota	_Spizellomycetes	_Spizellomycetales	_Powellomycetaceae	_Powellomyces	_unidentified	0.999999813
Zotu6819	Fungi	_Chytridiomycota	_Spizellomycetes	_Spizellomycetales	_Powellomycetaceae	_Powellomyces	_unidentified	0.999999675
Zotu6820	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales				0.855706469
Zotu6821	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Lasiosphaeriaceae			0.999784557
Zotu6822	Fungi							1
Zotu6823	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Lophiostomataceae	_Biappendiculispora	_Biappendiculispora_japonica	0.818545064
Zotu6824	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Lasiosphaeriaceae	_Apodus	_Apodus_deciduus	0.999999496
Zotu6825	Fungi							1
Zotu6826	Fungi	_Ascomycota	_Sordariomycetes	_Coniochaetales	_unidentified	_unidentified	_unidentified	0.936354342
Zotu6827	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Dermateaceae	_Neofabraea	_Neofabraea_malicorticis	0.996624603
Zotu6828	Fungi	_Glomeromycota	_Glomeromycetes	_Glomerales	_Glomeraceae			0.996031789
Zotu6829	Fungi	_Ascomycota						0.766339667
Zotu6830	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales	_Ascobolaceae	_unidentified	_unidentified	0.774251753
Zotu6831	Fungi	_Basidiomycota	_Agaricomycetes					0.974625857
Zotu6832	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales	_Pyronemataceae	_unidentified	_unidentified	0.711369782
Zotu6833	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Chaetomiaceae	_Subramaniula	_Subramaniula_irregularis	0.922895664
Zotu6834	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.712182505
Zotu6835	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales				0.997103108
Zotu6836	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Cladophialophora	_unidentified	0.797644767
Zotu6837	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales	_Teratosphaeriaceae	_Devriesia	_unidentified	0.957686335
Zotu6838	Fungi							1
Zotu6839	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales				0.995191052
Zotu6840	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Chaetomiaceae	_Subramaniula	_Subramaniula_thielavioides	0.993282869
Zotu6841	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_unidentified	_unidentified	0.723492097
Zotu6842	Fungi							1
Zotu6843	Fungi	_Chytridiomycota	_Rhizophlyctidomycetes	_Rhizophlyctidales	_Rhizophlyctidaceae	_Rhizophlyctis	_unidentified	0.999039592
Zotu6844	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Lasiosphaeriaceae	_Podospora	_Podospora_didyma	0.999641424
Zotu6845	Fungi							1
Zotu6846	Fungi							1
Zotu6847	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_unidentified	_unidentified	0.746196474
Zotu6848	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Phaeosphaeriaceae	_Chaetosphaeronema	_unidentified	0.955199768
Zotu6849	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Phaeosphaeriaceae			0.79224185
Zotu6850	Fungi							1
Zotu6851	Fungi	_Ascomycota	_Eurotiomycetes	_Eurotiales	_Aspergillaceae	_Penicillium		0.9977283
Zotu6852	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiales_fam_Incertae_sedis	_Cadophora	_unidentified	0.721091817
Zotu6853	Fungi	_Basidiomycota	_Agaricomycetes					0.782158562
Zotu6854	Fungi	_Ascomycota	_Sordariomycetes					0.94260126
Zotu6855	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.806139684
Zotu6856	Fungi	_Basidiomycota	_Microbotryomycetes	_Leucosporidiales	_unidentified	_unidentified	_unidentified	0.999999277
Zotu6857	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales	_Teratosphaeriaceae	_Neocatenulostroma	_Neocatenulostroma_microsporum	0.801928328
Zotu6858	Fungi	_Ascomycota						0.896598429
Zotu6859	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales				0.835197956
Zotu6860	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Trichomeriaceae	_Knufia	_Knufia_peltigerae	0.708073235
Zotu6861	Fungi	_Glomeromycota	_Paraglomeromycetes	_GS24	_unidentified	_unidentified	_unidentified	0.832234853
Zotu6862	Fungi							1
Zotu6863	Fungi	_Ascomycota	_Orbiliomycetes	_Orbiliales	_Orbiliaceae	_Arthrobotrys	_Arthrobotrys_reticulata	0.983553903
Zotu6864	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales				0.978563509
Zotu6865	Fungi	_Ascomycota	_Sordariomycetes	_Coniochaetales	_Coniochaetaceae	_Coniochaeta	_unidentified	0.812357119
Zotu6866	Fungi	_Ascomycota	_Sordariomycetes	_Xylariales	_Apiosporaceae	_Arthrinium	_Arthrinium_japonicum	0.938770827
Zotu6867	Fungi	_Ascomycota	_Eurotiomycetes					0.705509642
Zotu6868	Fungi							1
Zotu6869	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Nectriaceae	_Fusarium	_Fusarium_solani	0.997383839
Zotu6870	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Bionectriaceae	_Valsonectria	_Valsonectria_pulchella	0.999998782
Zotu6871	Fungi							1
Zotu6872	Fungi							1
Zotu6873	Fungi							1
Zotu6874	Fungi							1
Zotu6875	Fungi	_Ascomycota						0.769226297
Zotu6876	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_unidentified	_unidentified	0.91094924
Zotu6877	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Phaeosphaeriaceae	_Paraphoma	_Paraphoma_chrysanthemicola	0.9995887
Zotu6878	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Veronaea	_Veronaea_japonica	0.870269069
Zotu6879	Fungi	_Ascomycota						0.876350667
Zotu6880	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales	_Sarcosomataceae	_unidentified	_unidentified	0.99617753
Zotu6881	Fungi	_Ascomycota						0.802283038
Zotu6882	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Tricholomataceae	_Arrhenia	_Arrhenia_acerosa	0.941633498
Zotu6883	Fungi	_Basidiomycota	_Agaricomycetes	_unidentified	_unidentified	_unidentified	_unidentified	0.702980889
Zotu6884	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_unidentified	_unidentified	_unidentified	0.916348414
Zotu6885	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_unidentified	_unidentified	0.989891782
Zotu6886	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.933262844
Zotu6887	Fungi	_Ascomycota	_Saccharomycetes	_Saccharomycetales	_unidentified	_unidentified	_unidentified	0.939935042
Zotu6888	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Hypocreaceae	_Trichoderma		0.995188962
Zotu6889	Fungi	_Ascomycota	_Sordariomycetes					0.880122366
Zotu6890	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Hyaloscyphaceae			0.781008598
Zotu6891	Fungi							1
Zotu6892	Fungi	_Basidiomycota	_Agaricomycetes	_Auriculariales	_Exidiaceae	_unidentified	_unidentified	0.909843647
Zotu6893	Fungi	_Ascomycota						0.854521072
Zotu6894	Fungi	_Ascomycota	_Sordariomycetes	_Coniochaetales				0.999363875
Zotu6895	Fungi	_Ascomycota	_Eurotiomycetes	_Eurotiales	_Aspergillaceae	_Penicillium	_Penicillium_herquei	0.892165612
Zotu6896	Fungi							1
Zotu6897	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Inocybaceae	_Inocybe	_Inocybe_nitidiuscula	0.944998742
Zotu6898	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.834199435
Zotu6899	Fungi							1
Zotu6900	Fungi	_Ascomycota						0.737612489
Zotu6901	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_unidentified	_unidentified	0.739191121
Zotu6902	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Myxotrichaceae	_Oidiodendron		0.999962209
Zotu6903	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Hyaloscyphaceae	_Calycina	_unidentified	0.985188972
Zotu6904	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Clavicipitaceae	_Periglandula	_unidentified	0.973079314
Zotu6905	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales	_Ascobolaceae	_unidentified	_unidentified	0.919205819
Zotu6906	Fungi							1
Zotu6907	Fungi	_Chytridiomycota	_Rhizophlyctidomycetes	_Rhizophlyctidales	_Rhizophlyctidaceae	_Rhizophlyctis	_unidentified	0.981099125
Zotu6908	Fungi	_Basidiomycota	_Agaricomycetes	_Russulales	_unidentified	_unidentified	_unidentified	0.998821258
Zotu6909	Fungi	_Glomeromycota	_Glomeromycetes	_Glomerales	_Glomeraceae			0.712886445
Zotu6910	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales				0.997218042
Zotu6911	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae	_unidentified	_unidentified	0.702342634
Zotu6912	Fungi							1
Zotu6913	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Ceratobasidiaceae			0.999796863
Zotu6914	Fungi							1
Zotu6915	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae	_Pseudotomentella	_Pseudotomentella_sciastra	0.997685436
Zotu6916	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Rutstroemiaceae	_Lambertella	_Lambertella_himalayensis	0.99999985
Zotu6917	Fungi	_Ascomycota	_Sordariomycetes					0.877630706
Zotu6918	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_unidentified	_unidentified	_unidentified	0.805516672
Zotu6919	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiaceae			0.907489622
Zotu6920	Fungi	_Ascomycota	_Orbiliomycetes	_Orbiliales	_unidentified	_unidentified	_unidentified	0.998725945
Zotu6921	Fungi	_Ascomycota	_Sordariomycetes	_Xylariales	_unidentified	_unidentified	_unidentified	0.848957793
Zotu6922	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_unidentified	_unidentified	0.824968578
Zotu6923	Fungi	_Ascomycota	_Dothideomycetes	_Dothideales	_Dothideaceae	_Dothidea	_Dothidea_eucalypti	0.999294866
Zotu6924	Fungi	_Ascomycota	_Dothideomycetes					0.999932893
Zotu6925	Fungi							1
Zotu6926	Fungi	_Rozellomycota	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.985996056
Zotu6927	Fungi	_Ascomycota	_Sordariomycetes	_Xylariales	_Xylariaceae	_Anthostomella	_Anthostomella_thailandica	0.99980396
Zotu6928	Fungi							1
Zotu6929	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae	_Pseudotomentella	_unidentified	0.99965711
Zotu6930	Fungi							1
Zotu6931	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae			0.999991588
Zotu6932	Fungi	_Ascomycota	_Orbiliomycetes	_unidentified	_unidentified	_unidentified	_unidentified	0.999994424
Zotu6933	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Cucurbitariaceae	_Pyrenochaetopsis	_Pyrenochaetopsis_leptospora	0.713384006
Zotu6934	Fungi	_Ascomycota	_Sordariomycetes					0.825596583
Zotu6935	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.737661815
Zotu6936	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Leptosphaeriaceae	_Plenodomus	_Plenodomus_biglobosus	0.999999502
Zotu6937	Fungi							1
Zotu6938	Fungi							1
Zotu6939	Fungi	_Ascomycota						0.904074732
Zotu6940	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Myxotrichaceae	_Oidiodendron	_unidentified	0.729684955
Zotu6941	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales				0.940817672
Zotu6942	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.873315487
Zotu6943	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Tricholomataceae	_Arrhenia	_Arrhenia_acerosa	0.996722628
Zotu6944	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiales_fam_Incertae_sedis			0.999623105
Zotu6945	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales	_unidentified	_unidentified	_unidentified	0.837856836
Zotu6946	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_unidentified	_unidentified	0.980811726
Zotu6947	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.99738543
Zotu6948	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Pluteaceae	_Pluteus	_unidentified	0.876778591
Zotu6949	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Trichomeriaceae	_Knufia		0.851640751
Zotu6950	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Lasiosphaeriaceae	_Podospora	_Podospora_decidua	0.999999886
Zotu6951	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Inocybaceae	_Inocybe		0.999999572
Zotu6952	Fungi	_Basidiomycota	_Agaricomycetes	_Atheliales	_Atheliaceae	_Piloderma	_unidentified	0.999913384
Zotu6953	Fungi							1
Zotu6954	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales				0.841699546
Zotu6955	Fungi							1
Zotu6956	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales				0.994069124
Zotu6957	Fungi	_Ascomycota						0.713079114
Zotu6958	Fungi							1
Zotu6959	Fungi							1
Zotu6960	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Lasiosphaeriaceae			0.997378489
Zotu6961	Fungi	_Ascomycota	_Sordariomycetes	_Coniochaetales	_Coniochaetaceae	_unidentified	_unidentified	0.923838596
Zotu6962	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales	_Sebacinaceae	_unidentified	_unidentified	0.934364753
Zotu6963	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales				0.992174514
Zotu6964	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales	_unidentified	_unidentified	_unidentified	0.930008773
Zotu6965	Fungi							1
Zotu6966	Fungi	_Ascomycota	_Saccharomycetes	_Saccharomycetales	_unidentified	_unidentified	_unidentified	0.967692658
Zotu6967	Fungi	_Ascomycota						0.850299439
Zotu6968	Fungi	_Ascomycota						0.783253643
Zotu6969	Fungi	_Ascomycota	_Eurotiomycetes	_Eurotiales	_Aspergillaceae	_Penicillium	_Penicillium_saturniforme	0.993323599
Zotu6970	Fungi	_Ascomycota	_Sordariomycetes	_Phomatosporales	_Phomatosporaceae	_Phomatospora	_Phomatospora_biseriata	0.924797788
Zotu6971	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.885328809
Zotu6972	Fungi	_Ascomycota	_Dothideomycetes	_Venturiales	_Venturiaceae	_Venturia	_Venturia_hystrioides	0.960205559
Zotu6973	Fungi							1
Zotu6974	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Stachybotryaceae	_Achroiostachys		0.998335837
Zotu6975	Fungi	_Ascomycota	_Lecanoromycetes	_unidentified	_unidentified	_unidentified	_unidentified	0.953538979
Zotu6976	Fungi	_Glomeromycota	_Glomeromycetes	_Glomerales	_Glomeraceae	_Septoglomus	_unidentified	0.897116995
Zotu6977	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales				0.928565494
Zotu6978	Fungi	_Glomeromycota	_Glomeromycetes	_Glomerales	_Glomeraceae			0.998740383
Zotu6979	Fungi							1
Zotu6980	Fungi							1
Zotu6981	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Cladophialophora	_Cladophialophora_minutissima	0.872374419
Zotu6982	Fungi	_Ascomycota						0.846467345
Zotu6983	Fungi							1
Zotu6984	Fungi	_Ascomycota	_Lecanoromycetes	_Teloschistales	_Teloschistaceae	_Caloplaca		0.831069824
Zotu6985	Fungi							1
Zotu6986	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales				0.889385516
Zotu6987	Fungi							1
Zotu6988	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Thyridariaceae	_Roussoella	_unidentified	0.998917004
Zotu6989	Fungi							1
Zotu6990	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Exophiala		0.999948634
Zotu6991	Fungi	_Basidiomycota	_Agaricomycetes					0.944558607
Zotu6992	Fungi	_Ascomycota	_Dothideomycetes	_Tubeufiales	_Wiesneriomycetaceae	_Spissiomyces	_unidentified	0.999999978
Zotu6993	Fungi							1
Zotu6994	Fungi							1
Zotu6995	Fungi							1
Zotu6996	Fungi							1
Zotu6997	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales	_Cladosporiaceae	_Rachicladosporium		0.953579449
Zotu6998	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_unidentified	_unidentified	0.879922765
Zotu6999	Fungi							1
